2082654978, SampleClass5, 2012-02-03, 18:35:34
438634209, SampleClass9, 2012-02-03, 18:35:34
1505582508, SampleClass0, 2012-02-03, 18:35:34
1903854437, SampleClass0, 2012-02-03, 18:35:34
303132401, SampleClass3, 2012-02-03, 18:35:34
151914369, SampleClass6, 2012-02-03, 18:35:34
1147275656, SampleClass5, 2012-02-03, 18:35:34
1639322587, SampleClass0, 2012-02-03, 18:35:34
1608957378, SampleClass9, 2012-02-03, 18:35:34
1183808280, SampleClass0, 2012-02-03, 18:35:34
155983096, SampleClass4, 2012-02-03, 18:35:34
1632884948, SampleClass5, 2012-02-03, 18:35:34
1739786736, SampleClass3, 2012-02-03, 18:35:34
792309118, SampleClass5, 2012-02-03, 18:35:34
1559025043, SampleClass2, 2012-02-03, 18:35:34
40752315, SampleClass7, 2012-02-03, 18:35:34
400342153, SampleClass6, 2012-02-03, 18:35:34
766423792, SampleClass5, 2012-02-03, 18:35:34
671674205, SampleClass3, 2012-02-03, 18:35:34
619472373, SampleClass1, 2012-02-03, 18:35:34
1391429871, SampleClass5, 2012-02-03, 18:35:34
173216708, SampleClass1, 2012-02-03, 18:35:34
1089864222, SampleClass5, 2012-02-03, 18:35:34
775158107, SampleClass2, 2012-02-03, 18:35:34
1143165501, SampleClass8, 2012-02-03, 18:35:34
1530726118, SampleClass7, 2012-02-03, 18:35:34
38243257, SampleClass3, 2012-02-03, 18:35:34
309815198, SampleClass0, 2012-02-03, 18:35:34
468333359, SampleClass3, 2012-02-03, 18:35:34
1437966113, SampleClass1, 2012-02-03, 18:35:34
224128931, SampleClass9, 2012-02-03, 18:35:34
565782217, SampleClass6, 2012-02-03, 18:35:34
1270949141, SampleClass0, 2012-02-03, 18:35:34
2013059990, SampleClass8, 2012-02-03, 18:35:34
1100232257, SampleClass7, 2012-02-03, 18:35:34
1395624416, SampleClass5, 2012-02-03, 18:35:34
617561588, SampleClass3, 2012-02-03, 18:35:34
1310951787, SampleClass7, 2012-02-03, 18:35:34
1557575416, SampleClass0, 2012-02-03, 18:35:34
1983250681, SampleClass9, 2012-02-03, 18:35:34
1798066635, SampleClass9, 2012-02-03, 18:35:34
931939552, SampleClass0, 2012-02-03, 18:35:34
422428024, SampleClass4, 2012-02-03, 18:35:34
435411914, SampleClass2, 2012-02-03, 18:35:34
1285719039, SampleClass7, 2012-02-03, 18:35:34
145402884, SampleClass5, 2012-02-03, 18:35:34
1932959719, SampleClass8, 2012-02-03, 18:35:34
559617879, SampleClass0, 2012-02-03, 18:35:34
765627069, SampleClass4, 2012-02-03, 18:35:34
1258772657, SampleClass5, 2012-02-03, 18:35:34
1113842096, SampleClass9, 2012-02-03, 18:35:34
1912528762, SampleClass7, 2012-02-03, 18:35:34
1616164055, SampleClass9, 2012-02-03, 18:35:34
457029489, SampleClass2, 2012-02-03, 18:35:34
218393462, SampleClass3, 2012-02-03, 18:35:34
371434395, SampleClass4, 2012-02-03, 18:35:34
686364317, SampleClass8, 2012-02-03, 18:35:34
411397730, SampleClass4, 2012-02-03, 18:35:34
591446031, SampleClass4, 2012-02-03, 18:35:34
1089970947, SampleClass2, 2012-02-03, 18:35:34
360863885, SampleClass3, 2012-02-03, 18:35:34
708369257, SampleClass1, 2012-02-03, 18:35:34
772551455, SampleClass6, 2012-02-03, 18:35:34
210906854, SampleClass0, 2012-02-03, 18:35:34
1486660878, SampleClass2, 2012-02-03, 18:35:34
1158450661, SampleClass2, 2012-02-03, 18:35:34
1191757349, SampleClass2, 2012-02-03, 18:35:34
1556751471, SampleClass5, 2012-02-03, 18:35:34
2063826525, SampleClass9, 2012-02-03, 18:35:34
988304329, SampleClass4, 2012-02-03, 18:35:34
757509658, SampleClass8, 2012-02-03, 18:35:34
1189164169, SampleClass6, 2012-02-03, 18:35:34
1406148614, SampleClass5, 2012-02-03, 18:35:34
907685529, SampleClass2, 2012-02-03, 18:35:34
701889573, SampleClass1, 2012-02-03, 18:35:34
7396032, SampleClass2, 2012-02-03, 18:35:34
764182614, SampleClass4, 2012-02-03, 18:35:34
542803217, SampleClass7, 2012-02-03, 18:40:36
1314166755, SampleClass5, 2012-02-03, 18:40:36
991407675, SampleClass8, 2012-02-03, 18:40:36
480000858, SampleClass5, 2012-02-03, 18:40:36
571440523, SampleClass4, 2012-02-03, 18:40:36
293194156, SampleClass2, 2012-02-03, 18:40:36
542735694, SampleClass7, 2012-02-03, 18:40:36
513536436, SampleClass8, 2012-02-03, 18:40:36
1751687909, SampleClass2, 2012-02-03, 18:40:36
229390750, SampleClass2, 2012-02-03, 18:40:36
971546034, SampleClass1, 2012-02-03, 18:40:36
1489081348, SampleClass0, 2012-02-03, 18:40:36
894915373, SampleClass4, 2012-02-03, 18:40:36
496367434, SampleClass5, 2012-02-03, 18:40:36
1729173297, SampleClass5, 2012-02-03, 18:40:36
1289642214, SampleClass5, 2012-02-03, 18:40:36
1206510216, SampleClass1, 2012-02-03, 18:40:36
2087067981, SampleClass5, 2012-02-03, 18:40:36
191203222, SampleClass3, 2012-02-03, 18:40:36
326885491, SampleClass0, 2012-02-03, 18:40:36
1252455486, SampleClass0, 2012-02-03, 18:40:36
585470183, SampleClass3, 2012-02-03, 18:40:36
1746719057, SampleClass7, 2012-02-03, 18:40:36
42549042, SampleClass0, 2012-02-03, 18:40:36
540858853, SampleClass3, 2012-02-03, 18:40:36
560777404, SampleClass7, 2012-02-03, 18:40:36
256774312, SampleClass3, 2012-02-03, 18:40:36
353289318, SampleClass2, 2012-02-03, 18:40:36
427454552, SampleClass7, 2012-02-03, 18:40:36
1720312947, SampleClass0, 2012-02-03, 18:40:36
471359701, SampleClass2, 2012-02-03, 18:40:36
57035075, SampleClass6, 2012-02-03, 18:40:36
1452635388, SampleClass5, 2012-02-03, 18:40:36
540871132, SampleClass9, 2012-02-03, 18:40:36
2018625629, SampleClass7, 2012-02-03, 18:40:36
1776925194, SampleClass1, 2012-02-03, 18:40:36
929833675, SampleClass1, 2012-02-03, 18:40:36
553313635, SampleClass0, 2012-02-03, 18:40:36
313704535, SampleClass7, 2012-02-03, 18:40:36
490132418, SampleClass5, 2012-02-03, 18:40:36
980014356, SampleClass8, 2012-02-03, 18:40:36
85606029, SampleClass0, 2012-02-03, 18:40:36
271114752, SampleClass5, 2012-02-03, 18:40:36
240224698, SampleClass7, 2012-02-03, 18:40:36
2020997102, SampleClass1, 2012-02-03, 18:40:36
715228923, SampleClass4, 2012-02-03, 18:40:36
384193257, SampleClass0, 2012-02-03, 18:40:36
1223748394, SampleClass8, 2012-02-03, 18:40:36
238186480, SampleClass8, 2012-02-03, 18:40:36
1825513198, SampleClass6, 2012-02-03, 18:40:36
1576776374, SampleClass8, 2012-02-03, 18:40:36
1564569859, SampleClass0, 2012-02-03, 18:40:36
1952441635, SampleClass9, 2012-02-03, 18:40:36
462055015, SampleClass2, 2012-02-03, 18:40:36
1912403519, SampleClass1, 2012-02-03, 18:40:36
345240285, SampleClass7, 2012-02-03, 18:40:36
1812964693, SampleClass8, 2012-02-03, 18:40:36
175627720, SampleClass1, 2012-02-03, 18:40:36
2045399343, SampleClass5, 2012-02-03, 18:40:36
1941397886, SampleClass2, 2012-02-03, 18:40:36
59985994, SampleClass8, 2012-02-03, 18:40:36
292791224, SampleClass1, 2012-02-03, 18:40:36
1279155628, SampleClass8, 2012-02-03, 18:40:36
331381484, SampleClass6, 2012-02-03, 18:40:36
1514586728, SampleClass7, 2012-02-03, 18:40:36
836330812, SampleClass1, 2012-02-03, 18:40:36
568075244, SampleClass8, 2012-02-03, 18:40:36
1757707349, SampleClass1, 2012-02-03, 18:40:36
884368, SampleClass6, 2012-02-03, 18:40:36
1074277269, SampleClass7, 2012-02-03, 18:40:36
1102341478, SampleClass5, 2012-02-03, 18:40:36
1585561727, SampleClass6, 2012-02-03, 18:40:36
452211708, SampleClass0, 2012-02-03, 18:40:36
1150515287, SampleClass7, 2012-02-03, 18:40:36
1519538521, SampleClass3, 2012-02-03, 18:40:36
623474608, SampleClass1, 2012-02-03, 18:40:36
1855034181, SampleClass2, 2012-02-03, 18:40:36
1949813261, SampleClass1, 2012-02-03, 18:40:36
1491686292, SampleClass0, 2012-02-03, 18:40:36
1260796170, SampleClass6, 2012-02-03, 18:40:36
582636405, SampleClass5, 2012-02-03, 18:55:54
921290882, SampleClass1, 2012-02-03, 18:55:54
184424625, SampleClass8, 2012-02-03, 18:55:54
678640973, SampleClass0, 2012-02-03, 18:55:54
430808281, SampleClass3, 2012-02-03, 18:55:54
2132853461, SampleClass3, 2012-02-03, 18:55:54
826917306, SampleClass3, 2012-02-03, 18:55:54
1287504819, SampleClass9, 2012-02-03, 18:55:54
1363319084, SampleClass4, 2012-02-03, 18:55:54
194837567, SampleClass8, 2012-02-03, 18:55:54
2054521808, SampleClass4, 2012-02-03, 18:55:54
1207456941, SampleClass0, 2012-02-03, 18:55:54
592938104, SampleClass1, 2012-02-03, 18:55:54
587546988, SampleClass8, 2012-02-03, 18:55:54
37407650, SampleClass2, 2012-02-03, 18:55:54
641891216, SampleClass1, 2012-02-03, 18:55:54
1340558229, SampleClass5, 2012-02-03, 18:55:54
193345391, SampleClass3, 2012-02-03, 18:55:54
62689928, SampleClass7, 2012-02-03, 18:55:54
6496589, SampleClass4, 2012-02-03, 18:55:54
1871683315, SampleClass4, 2012-02-03, 18:55:54
1608356821, SampleClass8, 2012-02-03, 18:55:54
1697407208, SampleClass1, 2012-02-03, 18:55:54
793381015, SampleClass9, 2012-02-03, 18:55:54
1784078443, SampleClass8, 2012-02-03, 18:55:54
754747732, SampleClass4, 2012-02-03, 18:55:54
1886943245, SampleClass8, 2012-02-03, 18:55:54
1649348816, SampleClass0, 2012-02-03, 18:55:54
1938478126, SampleClass8, 2012-02-03, 18:55:54
1548135120, SampleClass3, 2012-02-03, 18:55:54
88491521, SampleClass5, 2012-02-03, 18:55:54
1075230423, SampleClass2, 2012-02-03, 18:55:54
1007362439, SampleClass8, 2012-02-03, 18:55:54
1925336722, SampleClass4, 2012-02-03, 18:55:54
1630710503, SampleClass0, 2012-02-03, 18:55:54
1891314860, SampleClass4, 2012-02-03, 18:55:54
2114675826, SampleClass8, 2012-02-03, 18:55:54
183339513, SampleClass9, 2012-02-03, 18:55:54
1500617107, SampleClass8, 2012-02-03, 18:55:54
1201156335, SampleClass6, 2012-02-03, 18:55:54
1371828413, SampleClass4, 2012-02-03, 18:55:54
859283187, SampleClass5, 2012-02-03, 18:55:54
2040938811, SampleClass9, 2012-02-03, 18:55:54
1516836646, SampleClass2, 2012-02-03, 18:55:54
1128787132, SampleClass0, 2012-02-03, 18:55:54
1170722669, SampleClass6, 2012-02-03, 18:55:54
1584428283, SampleClass0, 2012-02-03, 18:55:54
207534758, SampleClass8, 2012-02-03, 18:55:54
787974413, SampleClass5, 2012-02-03, 18:55:54
1825149485, SampleClass7, 2012-02-03, 18:55:54
890665632, SampleClass7, 2012-02-03, 18:55:54
